               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 472,            0.010359,           0.0048445,           0.0071064,             0.99819,                   1,               0.995,             0.97043,           0.0040099,           0.0015702,          0.00013278,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0093921,           0.0046333,           0.0024758,             0.99821,                   1,               0.995,             0.97146,           0.0040331,           0.0015736,          0.00013084,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0091259,           0.0049798,           0.0061184,              0.9982,                   1,               0.995,             0.97055,           0.0040933,           0.0015831,           0.0001292,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0099993,           0.0049974,            0.001791,              0.9982,                   1,               0.995,             0.96831,           0.0040842,           0.0015821,          0.00012956,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0089189,           0.0036074,           0.0012864,             0.99821,                   1,               0.995,             0.97084,           0.0041544,           0.0015919,          0.00012977,            0.000595,            0.000595,            0.000595
                 477,           0.0086891,           0.0042961,           0.0029219,             0.99819,                   1,               0.995,              0.9718,           0.0040517,           0.0015802,          0.00012903,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011186,           0.0046389,           0.0018115,             0.99821,                   1,               0.995,             0.96933,           0.0039943,           0.0015769,          0.00012858,           0.0005554,           0.0005554,           0.0005554
                 479,             0.00847,           0.0050943,           0.0030828,             0.99819,                   1,               0.995,             0.97215,           0.0039788,           0.0015776,          0.00012829,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0087107,           0.0047833,           0.0008611,             0.99818,                   1,               0.995,             0.97495,           0.0039534,           0.0015664,          0.00012751,           0.0005158,           0.0005158,           0.0005158
                 481,            0.010205,            0.005405,           0.0027067,             0.99819,                   1,               0.995,             0.97654,            0.003927,           0.0015569,          0.00012822,            0.000496,            0.000496,            0.000496
                 482,           0.0078921,           0.0047656,            0.001233,             0.99816,                   1,               0.995,             0.97431,           0.0039275,           0.0015466,           0.0001286,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0079751,           0.0037966,           0.0025376,             0.99817,                   1,               0.995,             0.97429,            0.004018,           0.0015507,           0.0001276,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0092519,           0.0048486,           0.0022633,             0.99816,                   1,               0.995,             0.97101,           0.0040467,           0.0015507,          0.00012736,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0083147,           0.0046736,          0.00099162,             0.99816,                   1,               0.995,             0.97437,            0.004052,           0.0015452,          0.00012712,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0077608,           0.0048663,          0.00094684,             0.99817,                   1,               0.995,             0.97399,           0.0040122,           0.0015435,          0.00012703,            0.000397,            0.000397,            0.000397
                 487,           0.0084306,           0.0041543,           0.0016011,             0.99818,                   1,               0.995,             0.97371,           0.0039564,            0.001538,          0.00012627,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0089499,           0.0046798,           0.0038659,             0.99816,                   1,               0.995,             0.97501,           0.0039651,           0.0015404,          0.00012546,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0095176,           0.0051126,           0.0024298,             0.99818,                   1,               0.995,             0.96986,           0.0039752,           0.0015397,          0.00012434,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0079335,           0.0044799,           0.0028647,             0.99817,                   1,               0.995,             0.97017,           0.0039506,           0.0015352,          0.00012434,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0099631,           0.0045312,           0.0027635,              0.9982,                   1,               0.995,             0.96752,           0.0039266,           0.0015304,          0.00012321,            0.000298,            0.000298,            0.000298
                 492,           0.0088366,           0.0055686,           0.0018247,             0.99819,                   1,               0.995,             0.97212,            0.003948,           0.0015316,          0.00012307,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0096274,           0.0047666,           0.0018149,             0.99822,                   1,               0.995,             0.97285,           0.0039742,           0.0015342,          0.00012288,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0091282,           0.0048276,           0.0021507,             0.99821,                   1,               0.995,             0.97476,           0.0039811,           0.0015333,          0.00012271,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0096925,           0.0047839,           0.0026859,             0.99818,                   1,               0.995,             0.97372,           0.0039701,           0.0015297,          0.00012267,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0084779,           0.0048758,           0.0014463,             0.99818,                   1,               0.995,             0.97443,            0.003956,           0.0015273,          0.00012281,            0.000199,            0.000199,            0.000199
                 497,           0.0082121,           0.0043761,          0.00078694,             0.99818,                   1,               0.995,             0.97508,           0.0039615,           0.0015266,          0.00012286,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0080677,            0.004368,           0.0014002,             0.99821,                   1,               0.995,             0.97318,           0.0039641,           0.0015273,          0.00012164,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0088524,           0.0049879,           0.0027215,             0.99821,                   1,               0.995,             0.97439,           0.0039648,            0.001529,          0.00012147,           0.0001396,           0.0001396,           0.0001396
